frame,timestamp,x_A,y_A,activity_roi_A,hit_A,x_B,y_B,activity_roi_B,hit_B,hits_total,condicion
598,20.484999999999999,207.345886,155.986298,False,False,418.525116,164.472748,False,False,0,competicion
599,20.533000000000001,207.895584,154.151871,False,False,418.558533,164.355194,False,False,0,competicion
600,20.564,208.214325,152.51889,False,False,418.627686,163.572601,False,False,0,competicion
601,20.597000000000001,208.51265,151.115799,False,False,418.615356,163.358353,False,False,0,competicion
602,20.629000000000001,208.838089,149.971436,False,False,418.417969,163.016464,False,False,0,competicion
603,20.661000000000001,208.892151,148.709915,False,False,418.386658,162.595398,False,False,0,competicion
604,20.692,209.063629,147.603622,False,False,418.39801,161.866226,False,False,0,competicion
605,20.725000000000001,209.4021,146.615967,False,False,418.395264,161.757889,False,False,0,competicion
606,20.756,209.576324,145.700394,False,False,418.859619,161.726715,False,False,0,competicion
607,20.789000000000001,209.86792,144.556885,False,False,419.029633,162.376099,False,False,0,competicion
608,20.821000000000002,209.754745,143.998886,False,False,419.500885,162.335846,False,False,0,competicion
609,20.853000000000002,209.616928,143.166382,False,False,419.967529,162.212799,False,False,0,competicion
610,20.884,209.50029,142.22998,False,False,420.35788,162.140656,False,False,0,competicion
611,20.931999999999999,209.317688,141.547241,False,False,420.634979,161.994156,False,False,0,competicion
612,20.966000000000001,209.183884,140.601868,False,False,420.738861,161.628143,False,False,0,competicion
613,20.997,209.054779,139.694641,False,False,420.954132,161.459167,False,False,0,competicion
614,21.032,208.652725,139.170151,False,False,421.168732,161.334061,False,False,0,competicion
615,21.068999999999999,208.265045,138.723953,False,False,421.461884,161.425568,False,False,0,competicion
616,21.094000000000001,207.915527,138.333328,False,False,421.745331,161.403503,False,False,0,competicion
617,21.125,207.421707,137.597275,False,False,422.016418,161.403091,False,False,0,competicion
618,21.157,207.114334,137.498489,False,False,422.213135,161.215088,False,False,0,competicion
619,21.189,206.675323,136.858948,False,False,422.331146,161.112885,False,False,0,competicion
620,21.221,206.398087,136.386505,False,False,422.387726,161.106598,False,False,0,competicion
621,21.253,206.735718,135.86853,False,False,422.372894,160.754547,False,False,0,competicion
622,21.285,207.289749,135.371155,False,False,422.30719,160.473114,False,False,0,competicion
623,21.332999999999998,207.67691,135.407547,False,False,422.274597,160.222061,False,False,0,competicion
624,21.364000000000001,208.721786,135.362198,False,False,421.976227,159.723434,False,False,0,competicion
625,21.396999999999998,209.310471,135.526352,False,False,421.737122,159.392731,False,False,0,competicion
626,21.428000000000001,210.334015,135.797836,False,False,421.278992,158.764648,False,False,0,competicion
627,21.460999999999999,211.438629,136.222672,False,False,420.721893,158.419022,False,False,0,competicion
628,21.492999999999999,212.589691,137.230225,False,False,419.947113,157.580704,False,False,0,competicion
629,21.524999999999999,213.92067,138.53775,False,False,419.102234,156.89447,False,False,0,competicion
630,21.556999999999999,NaN,NaN,False,False,418.016937,156.306046,False,False,0,competicion
631,21.588000000000001,NaN,NaN,False,False,417.129181,155.881042,False,False,0,competicion
632,21.620000000000001,NaN,NaN,False,False,416.067017,155.658295,False,False,0,competicion
633,21.652999999999999,NaN,NaN,False,False,415.334625,155.569138,False,False,0,competicion
634,21.684000000000001,NaN,NaN,False,False,414.675537,155.393677,False,False,0,competicion
635,21.734000000000002,NaN,NaN,False,False,414.155457,155.642151,False,False,0,competicion
636,21.765000000000001,NaN,NaN,False,False,413.726074,155.911957,False,False,0,competicion
637,21.797000000000001,226.45874,145.535477,False,False,413.502289,156.04808,False,False,0,competicion
638,21.832000000000001,228.18779,146.378723,False,False,413.005402,156.170853,False,False,0,competicion
639,21.870000000000001,229.852509,146.915924,False,False,412.838531,156.168854,False,False,0,competicion
640,21.896999999999998,231.683609,147.028244,False,False,412.604919,156.146683,False,False,0,competicion
641,21.925000000000001,233.260925,147.282791,False,False,412.263794,156.051254,False,False,0,competicion
642,21.957000000000001,234.780197,147.518814,False,False,412.10907,155.973907,False,False,0,competicion
643,21.989000000000001,236.518158,147.348892,False,False,412.122528,156.081772,False,False,0,competicion
644,22.021000000000001,237.660187,147.532043,False,False,411.963776,156.408127,False,False,0,competicion
645,22.052,238.857513,147.494522,False,False,411.843445,156.465103,False,False,0,competicion
646,22.085000000000001,239.352859,147.569656,False,False,411.84314,156.090149,False,False,0,competicion
647,22.132000000000001,239.708008,147.615479,False,False,411.961731,156.078064,False,False,0,competicion
648,22.164000000000001,239.811401,147.444,False,False,412.736572,155.848251,False,False,0,competicion
649,22.198,239.461334,147.472382,False,False,413.26593,156.941406,False,False,0,competicion
650,22.231000000000002,239.01474,147.208969,False,False,414.24469,157.967957,False,False,0,competicion
651,22.262,238.482941,146.788712,False,False,415.052582,158.762695,False,False,0,competicion
652,22.294,237.837524,146.529343,False,False,415.574768,159.069321,False,False,0,competicion
653,22.324999999999999,237.25145,146.093491,False,False,416.269318,158.8936,False,False,0,competicion
654,22.358000000000001,236.182983,146.083817,False,False,416.819031,159.143372,False,False,0,competicion
655,22.390000000000001,235.5439,145.514191,False,False,417.334167,159.3629,False,False,0,competicion
656,22.425000000000001,235.14534,144.774002,False,False,417.468811,159.400223,False,False,0,competicion
657,22.457000000000001,235.059616,144.237183,False,False,417.172913,159.100037,False,False,0,competicion
658,22.484999999999999,234.675247,144.106613,False,False,418.086823,160.252502,False,False,0,competicion
659,22.533000000000001,234.065048,143.535309,False,False,418.501648,160.761032,False,False,0,competicion
660,22.565000000000001,233.270569,143.285797,False,False,418.772583,161.932236,False,False,0,competicion
661,22.597000000000001,232.27504,142.455368,False,False,418.900208,162.718872,False,False,0,competicion
662,22.629999999999999,230.8983,141.820465,False,False,419.098724,163.495956,False,False,0,competicion
663,22.663,229.194397,140.988251,False,False,419.293152,164.18663,False,False,0,competicion
664,22.695,227.196533,140.404617,False,False,419.369171,164.985168,False,False,0,competicion
665,22.725999999999999,224.945419,139.7323,False,False,419.284912,165.399796,False,False,0,competicion
666,22.759,222.939392,138.902359,False,False,419.047211,165.572479,False,False,0,competicion
667,22.788,220.539871,138.315613,False,False,418.713196,165.719711,False,False,0,competicion
668,22.82,217.73941,137.940475,False,False,418.454254,165.81601,False,False,0,competicion
669,22.852,215.422531,137.316559,False,False,418.320404,165.668518,False,False,0,competicion
670,22.884,212.988953,136.741394,False,False,418.061951,165.577164,False,False,0,competicion
671,22.933,210.8461,136.237228,False,False,417.561371,165.214905,False,False,0,competicion
672,22.966000000000001,208.494141,135.895828,False,False,417.298523,165.163055,False,False,0,competicion
673,22.998999999999999,206.503677,135.354706,False,False,417.125702,165.384125,False,False,0,competicion
674,23.029,204.727692,135,False,False,417.032196,165.516235,False,False,0,competicion
675,23.061,202.897644,134.404037,False,False,416.8974,165.646759,False,False,0,competicion
676,23.093,201.261139,134.133606,False,False,416.75589,165.863373,False,False,0,competicion
677,23.125,199.932404,133.702805,False,False,416.742767,165.985886,False,False,0,competicion
678,23.157,199.03244,132.944092,False,False,416.77536,165.918671,False,False,0,competicion
679,23.189,197.548935,132.890488,False,False,416.895813,165.735306,False,False,0,competicion
680,23.219999999999999,196.126648,132.238693,False,False,417.506531,165.465607,False,False,0,competicion
681,23.251999999999999,194.830551,132.034729,False,False,417.790314,165.017349,False,False,0,competicion
682,23.285,193.269287,131.893936,False,False,418.232941,164.143066,False,False,0,competicion
683,23.332000000000001,192.461212,131.670853,False,False,418.834137,163,False,False,0,competicion
684,23.366,190.992981,131.861053,False,False,419.511139,161.965134,False,False,0,competicion
685,23.396999999999998,190.29538,131.300598,False,False,420.02652,160.874832,False,False,0,competicion
686,23.428999999999998,189.143784,131.71817,False,False,420.640778,160.12471,False,False,0,competicion
687,23.460999999999999,188.314453,131.644882,False,False,421.022095,158.887436,False,False,0,competicion
688,23.492999999999999,187.323151,131.75473,False,False,421.586823,157.206482,False,False,0,competicion
689,23.524000000000001,186.668839,131.845657,False,False,421.738129,156.230988,False,False,0,competicion
690,23.562000000000001,186.430435,131.50145,False,False,421.742645,155.2005,False,False,0,competicion
691,23.599,186.618744,131.193054,False,False,422.003876,154.390137,False,False,0,competicion
692,23.620000000000001,186.948303,131.129883,False,False,422.833099,154.245758,False,False,0,competicion
693,23.652999999999999,187.440796,131.323685,False,False,423.743408,153.767517,False,False,0,competicion
694,23.687000000000001,188.226563,130.952469,False,False,424.673553,153.155273,False,False,0,competicion
695,23.733000000000001,189.163544,130.179489,False,False,425.561462,152.955109,False,False,0,competicion
696,23.765000000000001,190.026672,129.737549,False,False,426.371368,153.212708,False,False,0,competicion
697,23.797999999999998,190.605103,129.260437,False,False,425.886963,153.022766,False,False,0,competicion
698,23.829000000000001,191.54834,128.361465,False,False,425.822174,153.355988,False,False,0,competicion
699,23.859999999999999,192.259338,127.782944,False,False,427.15506,153.69841,False,False,0,competicion
700,23.893000000000001,192.20755,127.808525,False,False,428.337677,154.210678,False,False,0,competicion
701,23.923999999999999,192.025177,127.860542,False,False,428.791138,154.288986,False,False,0,competicion
702,23.959,192.409744,127.878128,False,False,428.512604,154.009018,False,False,0,competicion
703,23.989000000000001,193.129883,127.414185,False,False,429.605408,154.336746,False,False,0,competicion
704,24.021000000000001,193.5457,127.422089,False,False,429.64093,154.062881,False,False,0,competicion
705,24.052,194.036148,127.860779,False,False,429.450897,153.897507,False,False,0,competicion
706,24.085999999999999,195.030365,128.071518,False,False,429.426544,153.679306,False,False,0,competicion
707,24.132000000000001,195.903519,128.660019,False,False,429.563934,153.338165,False,False,0,competicion
708,24.166,197.02121,128.983429,False,False,429.717529,152.874451,False,False,0,competicion
709,24.196999999999999,198.064926,129.404282,False,False,429.942535,152.508194,False,False,0,competicion
710,24.23,199.198929,130.091812,False,False,430.157227,151.925674,False,False,0,competicion
711,24.260999999999999,200.358368,130.41832,False,False,430.198303,151.35524,False,False,0,competicion
712,24.294,201.48793,130.831696,False,False,430.311615,150.97438,False,False,0,competicion
713,24.324000000000002,202.830597,131.583679,False,False,430.197815,150.225998,False,False,0,competicion
714,24.356999999999999,203.266266,132.058258,False,False,429.968323,149.578934,False,False,0,competicion
715,24.390000000000001,204.03421,133.153595,False,False,429.764832,148.703796,False,False,0,competicion
716,24.420999999999999,204.817429,133.904572,False,False,429.644012,148.268188,False,False,0,competicion
717,24.452000000000002,205.123886,135.449692,False,False,430.087219,148.189331,False,False,0,competicion
718,24.486000000000001,205.616013,136.855576,False,False,430.468781,148.09314,False,False,0,competicion
719,24.533000000000001,206.613785,137.903961,False,False,431.074463,147.937943,False,False,0,competicion
720,24.564,207.042679,139.60434,False,False,431.57312,147.402405,False,False,0,competicion
721,24.597000000000001,207.526901,140.617752,False,False,432.060822,147.164139,False,False,0,competicion
722,24.629000000000001,208.211731,141.384125,False,False,432.430969,146.975586,False,False,0,competicion
723,24.661000000000001,208.520035,142.321167,False,False,432.870728,146.750275,False,False,0,competicion
724,24.693999999999999,208.905441,142.704758,False,False,433.153748,146.444016,False,False,0,competicion
725,24.724,209.084167,143.316498,False,False,433.61618,146.277603,False,False,0,competicion
726,24.756,209.297226,143.58403,False,False,433.803986,146.255859,False,False,0,competicion
727,24.789000000000001,209.327133,143.89119,False,False,434.126465,146.42363,False,False,0,competicion
728,24.821999999999999,209.1483,143.612289,False,False,434.366364,146.565063,False,False,0,competicion
729,24.853000000000002,209.046936,143.786743,False,False,434.505737,146.70285,False,False,0,competicion
730,24.885999999999999,208.76239,143.745178,False,False,434.901337,146.843704,False,False,0,competicion
731,24.933,208.54158,143.897278,False,False,435.263306,146.870087,False,False,0,competicion
732,24.965,208.046051,144.14502,False,False,435.605835,146.8759,False,False,0,competicion
733,24.997,207.813309,144.344879,False,False,435.858215,146.912216,False,False,0,competicion
734,25.029,207.453049,144.452377,False,False,436.030548,146.854446,False,False,0,competicion
735,25.061,207.207016,144.391541,False,False,435.997314,146.895584,False,False,0,competicion
736,25.091999999999999,207.187668,144.403122,False,False,435.827179,146.733871,False,False,0,competicion
737,25.125,207.048584,144.307022,False,False,435.294312,146.701599,False,False,0,competicion
738,25.155999999999999,207.037338,144.156296,False,False,435.104218,146.784454,False,False,0,competicion
739,25.189,206.902527,144.383087,False,False,434.751831,146.788681,False,False,0,competicion
740,25.219999999999999,206.971542,144.161926,False,False,434.561768,147.01207,False,False,0,competicion
741,25.253,207.011002,144.360138,False,False,434.589874,147.152939,False,False,0,competicion
742,25.283999999999999,206.922974,144.383087,False,False,434.202911,147.410553,False,False,0,competicion
743,25.332000000000001,206.765564,144.455048,False,False,433.999329,147.629303,False,False,0,competicion
744,25.364999999999998,206.810989,144.550522,False,False,432.950592,147.656311,False,False,0,competicion
745,25.398,206.792282,144.456146,False,False,432.266174,147.996429,False,False,0,competicion
746,25.428999999999998,206.722687,144.457809,False,False,431.342346,147.893387,False,False,0,competicion
747,25.460999999999999,206.665268,144.488419,False,False,430.199097,147.852982,False,False,0,competicion
748,25.492999999999999,206.511536,144.542984,False,False,428.702087,147.567368,False,False,0,competicion
749,25.529,206.390762,144.610641,False,False,427.259277,147.291473,False,False,0,competicion
750,25.556999999999999,205.92067,144.772659,False,False,425.879181,147.406845,False,False,0,competicion
751,25.588000000000001,205.46022,144.788071,False,False,424.085541,147.712173,False,False,0,competicion
752,25.620999999999999,205.220673,144.952667,False,False,422.4841,148.249039,False,False,0,competicion
753,25.655999999999999,205.117569,144.861725,False,False,420.813568,148.300705,False,False,0,competicion
754,25.686,205.027039,144.699799,False,False,419.364594,148.416077,False,False,0,competicion
755,25.738,415.49527,148.807724,False,False,418.243744,148.373199,False,False,0,competicion
756,25.768000000000001,414.802429,149.365585,False,False,416.766998,148.275742,False,False,0,competicion
757,25.795999999999999,204.638214,143.726288,False,False,416.010376,148.360382,False,False,0,competicion
758,25.829000000000001,415.023071,149.894806,False,False,414.742859,148.041214,False,False,0,competicion
759,25.861000000000001,412.972931,147.646347,False,False,414.178955,147.807449,False,False,0,competicion
760,25.891999999999999,412.438965,147.621231,False,False,413.817871,147.65361,False,False,0,competicion
761,25.923999999999999,412.451782,147.740555,False,False,413.29245,147.579498,False,False,0,competicion
762,25.956,412.749603,148.111832,False,False,413.163849,147.584061,False,False,0,competicion
763,25.988,412.677185,147.428482,False,False,413.148193,147.32132,False,False,0,competicion
764,26.02,412.238983,146.995529,False,False,413.138947,147.012451,False,False,0,competicion
765,26.053000000000001,201.981033,142.218155,False,False,413.185272,146.433685,False,False,0,competicion
766,26.085000000000001,201.863144,142.030487,False,False,413.153229,146.000443,False,False,0,competicion
767,26.132000000000001,411.549194,147.008606,False,False,413.194702,145.404007,False,False,0,competicion
768,26.164000000000001,412.924408,145.593933,False,False,413.244812,144.961319,False,False,0,competicion
769,26.196000000000002,411.07785,146.183395,False,False,413.366547,144.339478,False,False,0,competicion
770,26.231000000000002,411.829346,146.24733,False,False,413.420044,144.025391,False,False,0,competicion
771,26.262,412.731445,144.137314,False,False,413.571533,143.668961,False,False,0,competicion
772,26.295000000000002,412.990967,143.698303,False,False,413.636475,143.377914,False,False,0,competicion
773,26.326000000000001,413.105377,143.537231,False,False,413.637695,143.149216,False,False,0,competicion
774,26.356999999999999,412.679413,143.638382,False,False,413.769623,143.04921,False,False,0,competicion
775,26.388999999999999,201.142151,141.971283,False,False,414.107178,143.102844,False,False,0,competicion
776,26.425000000000001,201.052597,141.944565,False,False,414.464294,143.366867,False,False,0,competicion
777,26.466000000000001,414.355438,143.624786,False,False,415.022614,143.575363,False,False,0,competicion
778,26.484999999999999,415.200439,143.63858,False,False,415.918213,143.747528,False,False,0,competicion
779,26.535,416.255157,145.220551,False,False,416.410248,144.495255,False,False,0,competicion
780,26.568000000000001,417.040344,145.07962,False,False,416.818054,145.05835,False,False,0,competicion
781,26.597999999999999,200.963196,141.917191,False,False,417.471497,145.615021,False,False,0,competicion
782,26.635000000000002,416.46225,145.420212,False,False,417.572906,145.980637,False,False,0,competicion
783,26.673999999999999,416.88681,145.716721,False,False,416.955078,145.995056,False,False,0,competicion
784,26.695,414.952484,147.862045,False,False,416.682495,146.047287,False,False,0,competicion
785,26.725000000000001,200.758469,141.65184,False,False,416.222778,146.080811,False,False,0,competicion
786,26.757000000000001,415.215393,146.219711,False,False,416.088501,146.227402,False,False,0,competicion
787,26.791,414.758942,146.453583,False,False,416.038818,146.357651,False,False,0,competicion
788,26.82,200.06517,141.885941,False,False,415.755005,146.666672,False,False,0,competicion
789,26.852,200.146805,141.728363,False,False,415.439972,146.908386,False,False,0,competicion
790,26.885999999999999,414.758728,147.90596,False,False,415.264862,147.190414,False,False,0,competicion
791,26.931999999999999,412.43457,150.033951,False,False,414.986298,147.255692,False,False,0,competicion
792,26.966000000000001,200.003494,141.791489,False,False,414.624908,147.412415,False,False,0,competicion
793,26.997,413.771484,147.414017,False,False,414.370697,147.54451,False,False,0,competicion
794,27.027999999999999,199.923706,141.795883,False,False,414.200989,147.589905,False,False,0,competicion
795,27.061,413.637695,149.163559,False,False,414.18811,147.717712,False,False,0,competicion
796,27.093,199.976196,141.790619,False,False,414.216461,147.637909,False,False,0,competicion
797,27.123999999999999,199.748108,141.819183,False,False,413.81366,147.731659,False,False,0,competicion
798,27.157,199.685867,141.885452,False,False,413.17514,147.82695,False,False,0,competicion
799,27.189,199.940033,141.706421,False,False,412.514893,147.639435,False,False,0,competicion
800,27.221,200.112534,141.631287,False,False,412.236511,147.455734,False,False,0,competicion
801,27.254999999999999,200.162704,141.613388,False,False,412.161865,147.397202,False,False,0,competicion
802,27.285,200.44075,141.436584,False,False,411.648438,147.319092,False,False,0,competicion
803,27.338000000000001,200.485504,141.294205,False,False,411.041351,147.333557,False,False,0,competicion
804,27.390000000000001,200.555557,141.204636,False,False,410.4646,147.090958,False,False,0,competicion
805,27.414999999999999,200.488846,141.093445,False,False,410.199127,147.177795,False,False,0,competicion
806,27.43,200.666672,140.68631,False,False,410.248291,147.677383,False,False,0,competicion
807,27.460999999999999,200.76088,140.367599,False,False,410.195679,147.886002,False,False,0,competicion
808,27.492000000000001,200.735062,140.293732,False,False,410.234009,148.040329,False,False,0,competicion
809,27.524000000000001,200.686493,140.055801,False,False,410.322327,147.996094,False,False,0,competicion
810,27.556000000000001,200.530655,139.818893,False,False,410.561798,148.029465,False,False,0,competicion
811,27.591000000000001,410.297302,147.913315,False,False,410.595062,148.070007,False,False,0,competicion
812,27.622,200.124146,139.822357,False,False,410.635681,147.963989,False,False,0,competicion
813,27.652999999999999,410.620697,147.339737,False,False,410.567993,147.97081,False,False,0,competicion
814,27.684999999999999,199.347168,140.930847,False,False,410.442322,148.128128,False,False,0,competicion
815,27.734999999999999,199.093933,142.670197,False,False,410.317261,148.396927,False,False,0,competicion
816,27.780000000000001,198.806519,145.409424,False,False,410.190735,149.264847,False,False,0,competicion
817,27.803000000000001,198.333328,149.445724,False,False,410.227966,150.443817,False,False,0,competicion
818,27.827999999999999,197.083328,155.458328,False,False,410.193115,152.222229,False,False,0,competicion
819,27.863,196.187759,161.73201,False,False,409.459229,154.49115,False,False,0,competicion
820,27.902000000000001,195.077988,168.15596,False,False,408.578156,157.109268,False,False,0,competicion
821,27.923999999999999,193.877472,170.798325,False,False,408.216705,160.840088,False,False,0,competicion
822,27.960999999999999,192.629959,168.419968,False,False,407.740082,164.945297,False,False,0,competicion
823,28.004000000000001,NaN,NaN,False,False,407.802368,168.092789,False,False,0,competicion
824,28.023,NaN,NaN,False,False,407.832581,167.737213,False,False,0,competicion
825,28.052,NaN,NaN,False,False,408.931488,165.314758,False,False,0,competicion
826,28.085000000000001,NaN,NaN,False,False,409.056061,158.092514,False,False,0,competicion
827,28.132000000000001,NaN,NaN,False,False,408.839203,147.161682,False,False,0,competicion
828,28.164999999999999,NaN,NaN,False,False,408.487061,134.764252,False,False,0,competicion
829,28.196000000000002,NaN,NaN,False,False,407.648224,123.795258,False,False,0,competicion
830,28.228999999999999,NaN,NaN,False,True,405.992462,114.380623,False,False,1,competicion
831,28.262,198.197235,67.176857,True,False,404.39917,107.304199,False,False,1,competicion
832,28.292999999999999,197.212479,64.1982651,True,False,402.641296,102.106468,False,True,2,competicion
833,28.329000000000001,196.176422,62.8934975,True,False,401.268463,98.5101929,True,False,2,competicion
834,28.378,194.919067,63.8701935,True,False,400.512604,97.3953857,True,False,2,competicion
835,28.402000000000001,193.61525,66.494194,True,False,400.003387,98.4732056,True,False,2,competicion
836,28.420999999999999,NaN,NaN,False,False,399.888611,101.725174,False,False,2,competicion
837,28.457000000000001,NaN,NaN,False,False,399.916656,106.894012,False,False,2,competicion
838,28.501000000000001,NaN,NaN,False,False,399.694366,113.186295,False,False,2,competicion
839,28.532,NaN,NaN,False,False,399.313171,122.187759,False,False,2,competicion
840,28.564,NaN,NaN,False,False,399.603821,132.635666,False,False,2,competicion
841,28.600999999999999,NaN,NaN,False,False,400.347961,145.145447,False,False,2,competicion
842,28.635999999999999,NaN,NaN,False,False,401.595032,154.984207,False,False,2,competicion
843,28.661999999999999,188.284531,141.437683,False,False,403.225403,163.143723,False,False,2,competicion
844,28.693000000000001,NaN,NaN,False,False,404.613892,166.911606,False,False,2,competicion
845,28.725000000000001,NaN,NaN,False,False,404.455322,168.550552,False,False,2,competicion
846,28.757999999999999,NaN,NaN,False,False,404.14328,165.64006,False,False,2,competicion
847,28.788,NaN,NaN,False,False,405.251801,160.641098,False,False,2,competicion
848,28.82,NaN,NaN,False,True,405.878418,153.446075,False,False,3,competicion
849,28.853000000000002,207.326126,81.8181076,True,False,407.075897,147.496475,False,False,3,competicion
850,28.885999999999999,208.798248,75.9561386,True,False,404.966583,136.68132,False,False,3,competicion
851,28.939,209.108566,71.7178879,True,False,401.170349,126.571121,False,False,3,competicion
852,28.966000000000001,208.55957,68.9304962,True,False,397.534943,118.191048,False,False,3,competicion
853,28.995999999999999,206.339584,68.484024,True,False,394.253662,113.00293,False,False,3,competicion
854,29.030999999999999,203.21521,69.9504395,True,False,392.1026,110.065056,False,False,3,competicion
855,29.085000000000001,199.782578,73.3830109,True,False,390.76828,108.92276,False,False,3,competicion
856,29.113,196.65065,78.1535645,True,False,391.274292,109.488724,False,False,3,competicion
857,29.134,194.162018,84.8891449,True,False,398.561401,114.734451,False,False,3,competicion
858,29.155999999999999,191.015182,93.6514816,True,False,384.266205,113.990898,False,False,3,competicion
859,29.190000000000001,NaN,NaN,False,False,384.928864,121.366272,False,False,3,competicion
860,29.221,NaN,NaN,False,False,385.103271,127.31221,False,False,3,competicion
861,29.254000000000001,NaN,NaN,False,False,386.385956,139.879135,False,False,3,competicion
862,29.283999999999999,186.270142,134.528442,False,False,387.924255,147.030304,False,False,3,competicion
863,29.332000000000001,185.97583,137.461533,False,False,390.171021,153.160553,False,False,3,competicion
864,29.364999999999998,NaN,NaN,False,False,396.653595,153.437088,False,False,3,competicion
865,29.396000000000001,NaN,NaN,False,False,399.871399,150.762863,False,False,3,competicion
866,29.428999999999998,NaN,NaN,False,True,398.77713,141.226196,False,False,4,competicion
867,29.462,200.007187,98.4292603,True,False,396.860199,133.514725,False,False,4,competicion
868,29.492999999999999,202.076233,91.115036,True,False,392.799072,125.32048,False,False,4,competicion
869,29.524999999999999,202.778656,86.2292938,True,False,388.317474,117.871544,False,False,4,competicion
870,29.559999999999999,203.612076,83.4393082,True,False,382.831421,112.786148,False,False,4,competicion
871,29.603999999999999,204.667999,81.7871475,True,False,378.462952,110.43927,False,False,4,competicion
872,29.631,205.13446,81.4659195,True,False,374.595703,108.401665,False,False,4,competicion
873,29.652999999999999,205.620071,82.1975098,True,False,372.210999,107.246376,False,False,4,competicion
874,29.684999999999999,205.415009,85.0086288,True,False,370.480835,108.799606,False,False,4,competicion
875,29.733000000000001,204.743652,89.8881607,True,False,371.250641,114.76667,False,False,4,competicion
876,29.765999999999998,203.179367,96.8174591,True,False,368.786377,119.823425,False,False,4,competicion
877,29.797000000000001,NaN,NaN,False,False,368.376495,127.626503,False,False,4,competicion
878,29.829000000000001,NaN,NaN,False,False,368.361328,137.983459,False,False,4,competicion
879,29.861999999999998,NaN,NaN,False,False,369.58371,146.521866,False,False,4,competicion
880,29.893999999999998,198.143433,132.778046,False,False,371.601196,155.480164,False,False,4,competicion
881,29.925000000000001,197.528717,135.365402,False,False,375.396332,157.881897,False,False,4,competicion
882,29.957000000000001,NaN,NaN,False,False,385.22998,162.521561,False,False,4,competicion
883,29.989000000000001,NaN,NaN,False,False,387.950073,161.107529,False,False,4,competicion
884,30.026,NaN,NaN,False,False,389.758453,157.836197,False,False,4,competicion
885,30.053000000000001,NaN,NaN,False,True,390.160522,151.11969,False,False,5,competicion
886,30.085000000000001,207.597733,85.836174,True,False,388.414001,143.984772,False,False,5,competicion
887,30.132999999999999,209.479065,79.0914764,True,False,384.220917,136.344177,False,False,5,competicion
888,30.166,211.700851,74.196579,True,False,377.812225,128.636993,False,False,5,competicion
889,30.196999999999999,214.157776,70.735611,True,False,370.993011,122.676262,False,False,5,competicion
890,30.228000000000002,215.672226,69.1006927,True,False,364.253296,119.903961,False,False,5,competicion
891,30.260999999999999,216.66188,69.5995865,True,False,357.359924,119.591698,False,False,5,competicion
892,30.294,216.745575,71.7210922,True,False,352.519073,121.968346,False,False,5,competicion
893,30.327000000000002,216.274887,75.9040375,True,False,349.862,125.726898,False,False,5,competicion
894,30.356999999999999,215.225418,82.1507797,True,False,349.663666,130.935806,False,False,5,competicion
895,30.388999999999999,214.220886,89.9855423,True,False,351.22464,137.190689,False,False,5,competicion
896,30.422000000000001,NaN,NaN,False,False,353.941528,143.959061,False,False,5,competicion
897,30.452000000000002,NaN,NaN,False,False,355.794037,151.424698,False,False,5,competicion
898,30.484000000000002,NaN,NaN,False,False,356.672821,155.048035,False,False,5,competicion
899,30.532,208.568283,128.27092,False,False,357.410461,155.816635,False,False,5,competicion
900,30.565000000000001,207.563614,129.814819,False,False,357.403687,152.728897,False,False,5,competicion
901,30.596,NaN,NaN,False,False,356.639618,146.841141,False,False,5,competicion
902,30.629000000000001,NaN,NaN,False,False,356.660919,140.696548,False,False,5,competicion
903,30.661000000000001,NaN,NaN,False,False,356.193909,135.037399,False,False,5,competicion
904,30.693000000000001,NaN,NaN,False,True,356.393219,133.135544,False,False,6,competicion
905,30.725000000000001,211.236588,83.0422745,True,False,355.376495,128.185013,False,False,6,competicion
906,30.757999999999999,210.427673,78.2366333,True,False,354.804535,126.401726,False,False,6,competicion
907,30.788,210.472687,74.1456833,True,False,355.722778,127.152382,False,False,6,competicion
908,30.821000000000002,211.137115,71.4674225,True,False,356.916016,129.952576,False,False,6,competicion
909,30.853999999999999,211.073898,71.5503159,True,False,358.698517,134.478928,False,False,6,competicion
910,30.885999999999999,210.249802,73.8361969,True,False,361.017334,140.893494,False,False,6,competicion
911,30.933,209.104218,78.3937149,True,False,363.289795,147.812271,False,False,6,competicion
912,30.966000000000001,NaN,NaN,False,False,365.855682,154.613403,False,False,6,competicion
913,30.998999999999999,NaN,NaN,False,False,368.158508,160.463943,False,False,6,competicion
914,31.030000000000001,NaN,NaN,False,False,370.041565,160.261642,False,False,6,competicion
915,31.062000000000001,NaN,NaN,False,False,374.151794,163.135834,False,False,6,competicion
916,31.094000000000001,NaN,NaN,False,False,377.791016,164.661148,False,False,6,competicion
917,31.126999999999999,204.40033,135.777237,False,False,379.03183,158.799454,False,False,6,competicion
918,31.158000000000001,203.378784,139.900314,False,False,378.428558,155.84285,False,False,6,competicion
919,31.190999999999999,NaN,NaN,False,False,386.291229,153.825439,False,False,6,competicion
920,31.222000000000001,NaN,NaN,False,False,391.171967,153.492569,False,False,6,competicion
921,31.254000000000001,NaN,NaN,False,False,395.653015,153.322632,False,False,6,competicion
922,31.286000000000001,NaN,NaN,False,False,400.121521,154.65271,False,False,6,competicion
923,31.318000000000001,NaN,NaN,False,False,403.358734,154.565613,False,False,6,competicion
924,31.366,NaN,NaN,False,False,405.539276,151.588104,False,False,6,competicion
